ВУЗ,Направление_подготовки_1,Направление_подготовки_2,Форма,Программа,Бюджетные,Платные,Год,Стоимость,Балл_Б,Балл_П,Балл_макс,Факультет,Название программы,Ссылка,ЦП,Предмет1,Предмет2,Макс_балл
МФТИ,01.04.02,Прикладная математика и информатика,Очная,Прикладная математика и информатика,25,10,2.0,502000,10,10,40.0,,,,,,,
МФТИ,01.04.02,Прикладная математика и информатика,Очная,Современная комбинаторика,0,20,2.0,502000,10,10,40.0,,,,,,,
МФТИ,01.04.02,Прикладная математика и информатика,Очная,Цифровая экономика,0,20,2.0,502000,10,10,40.0,,,,,,,
МФТИ,01.04.02,Прикладная математика и информатика,Очная,Advanced Combinatorics,0,5,2.0,502000,10,10,40.0,,,,,,,
МФТИ,01.04.02,Прикладная математика и информатика,Очная,Contemporary Сombinatorics,0,10,2.0,502000,10,10,40.0,,,,,,,
МФТИ,01.04.02,Прикладная математика и информатика,Очная,Modern state of Artificial Intelligence,0,15,2.0,502000,10,10,40.0,,,,,,,
МФТИ,01.04.02,Прикладная математика и информатика,Очная,Науки о данных,0,80,2.0,502000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Радиотехника и компьютерные технологии,98,5,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,ЛФИ Математика и физика,135,2,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Вычислительная биоинформатика,0,5,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Integrated Structural Biology and Genetics,10,1,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Аэрокосмические технологии,72,4,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Beam-Plasma Systems and Technologies,0,8,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Физика перспективных технологий,83,5,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Биофизика и биоинформатика,34,5,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Алгоритмическая биология,0,15,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Applied Bioinformatics,0,1,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Биофизика и инженерия в нанобиотехнологиях,10,1,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,"Природоподобные, плазменные и ядерные технологии",34,34,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Технологическое предпринимательство,0,30,2.0,528000,10,10,40.0,,,,,,,
МФТИ,03.04.01,Прикладные математика и физика,Очная,Прикладной анализ данных в медицинской сфере,0,60,2.0,528000,10,10,40.0,,,,,,,
МФТИ,06.04.01,Биология,Очная,Биология,0,6,2.0,528000,10,10,40.0,,,,,,,
МФТИ,09.04.01,Информатика и вычислительная техника,Очная,Программная инженерия,18,1,2.0,562000,10,10,40.0,,,,,,,
МФТИ,09.04.01,Информатика и вычислительная техника,Очная,Информатика и вычислительная техника,383,30,2.0,562000,10,10,40.0,,,,,,,
МФТИ,09.04.01,Информатика и вычислительная техника,Очная,Разработка IT-продукта,0,80,2.0,562000,10,10,40.0,,,,,,,
МФТИ,11.04.02,Инфокоммуникационные технологии и системы связи,Очная,Инфокоммуникационные технологии и системы связи,10,2,2.0,528000,10,10,40.0,,,,,,,
МФТИ,11.04.04,Электроника и наноэлектроника,Очная,Электроника и наноэлектроника,10,1,2.0,528000,10,10,40.0,,,,,,,
МФТИ,12.04.03,Фотоника и оптоинформатика,Очная,"Photonics, Quantum Technologies and 2D Materials",10,1,2.0,528000,10,10,40.0,,,,,,,
МФТИ,14.04.02,Ядерная физика и технологии,Очная,"Ядерная физика, управляемый термоядерный синтез и компьютерные методы в физике",10,1,2.0,615000,10,10,40.0,,,,,,,
МФТИ,16.04.01,Техническая физика,Очная,Техническая физика,12,1,2.0,615000,10,10,40.0,,,,,,,
МФТИ,16.04.01,Техническая физика,Очная,Радиолокационные технологии,10,1,2.0,615000,10,10,40.0,,,,,,,
МФТИ,19.04.01,Биотехнология,Очная,Биотехнология,59,15,2.0,528000,10,10,40.0,,,,,,,
МФТИ,19.04.01,Биотехнология,Очная,Medical Biotechnology,0,2,2.0,528000,10,10,40.0,,,,,,,
МФТИ,22.04.01,Материаловедение и технологии материалов,Очная,Перспективные функциональные материалы,6,1,2.0,528000,10,10,40.0,,,,,,,
МФТИ,27.04.03,Системный анализ и управление,Очная,Системный анализ и управление,15,1,2.0,528000,10,10,40.0,,,,,,,
МФТИ,27.04.07,Наукоёмкие технологии и экономика инноваций,Очная,Создание и развитие высокотехнологичного бизнеса,0,60,2.0,528000,10,10,40.0,,,,,,,
МФТИ,27.04.07,Наукоёмкие технологии и экономика инноваций,Очная,Системный инжиниринг,0,20,2.0,528000,10,10,40.0,,,,,,,
МФТИ,27.04.07,Наукоёмкие технологии и экономика инноваций,Очная,Наукоёмкие технологии и экономика инноваций,20,5,2.0,528000,10,10,40.0,,,,,,,
МФТИ,27.04.07,Наукоёмкие технологии и экономика инноваций,Очная,Реализация технологических бизнес-проектов,0,54,2.0,528000,10,10,40.0,,,,,,,
МФТИ,38.04.05,Бизнес-информатика,Очная,Бизнес-информатика,6,3,2.0,502000,10,10,40.0,,,,,,,
МФТИ,38.04.05,Бизнес-информатика,Очная,Управление цифровым продуктом,0,100,2.0,502000,10,10,40.0,,,,,,,
МФТИ,38.04.05,Бизнес-информатика,Очная,Финансовые технологии и аналитика,0,70,2.0,502000,10,10,40.0,,,,,,,
Финансовый университет,37.04.01,Психология,Очная,,0,15,2.0,300000,40,40,100.0,Факультет социальных наук и массовых коммуникаций,Прикладная киберпсихология в бизнесе и коммуникациях,https://magistratura.fa.ru/fakultet0sotsialnykh0nauk0i0massovykh0kommunikatsiy0fsnimk/prikladnaya0kiberpsikhologiya0v0biznese0i0kommunikatsiyakh/,0.0,На выбор: Психология/ или Теории массовых коммуникаций/ или Экономическая теория,Иностранный язык,
Финансовый университет,01.04.02,Прикладная математика и информатика,Очная,,10,5,2.0,350000,40,40,100.0,Факультет информационных технологий и анализа больших данных,Машинное обучение на текстах и графах,https://magistratura.fa.ru/fakultet0informacionnyh0tehnologiy0i0analiza0bolshih0dannyh045/mashinnoe0obuchenie0na0tekstakh0i0grafakh/,1.0,Математика и информатика,Иностранный язык,
Финансовый университет,01.04.02,Прикладная математика и информатика,Очная,,10,5,2.0,370000,40,40,100.0,Факультет информационных технологий и анализа больших данных,Компьютерное зрение,,0.0,Математика и информатика,,
Финансовый университет,01.04.05,Статистика,Очная,,0,16,2.0,350000,40,40,100.0,"Факультет налогов, аудита и бизнес0анализа",Аналитика данных,https://magistratura.fa.ru/fakultet0nalogov0audita0i0biznes0analizaa/analitika0dannykh/,0.0,Математика и информатика,Иностранный язык,
Финансовый университет,09.04.03,Прикладная информатика,Очная,,12,5,2.0,360000,40,40,100.0,Факультет информационных технологий и анализа больших данных,DevOps0инженерия,https://magistratura.fa.ru/fakultet0informacionnyh0tehnologiy0i0analiza0bolshih0dannyh029/devops0inzheneriya/,2.0,Математика и информатика,Иностранный язык,
Финансовый университет,,,Заочная ДОТ,,23,10,2.5,200000,40,40,100.0,Институт открытого образования,Управление большими данными,https://magistratura.fa.ru/institut0otkrytogo0obrazovaniya/upravlenie0bolshimi0dannymi/,3.0,Математика и информатика,Иностранный язык,
Финансовый университет,,,Очная,,0,20,2.0,400000,40,40,100.0,Факультет информационных технологий и анализа больших данных,,,0.0,Математика и информатика,Иностранный язык,
Финансовый университет,10.04.01,Информационная безопасность,Очная,,45,5,2.0,370000,40,40,100.0,Факультет информационных технологий и анализа больших данных,,,9.0,Математика и информатика,Иностранный язык,
Финансовый университет,15.04.06,Мехатроника и робототехника,Очная,,3,10,2.0,375000,40,40,100.0,Факультет информационных технологий и анализа больших данных,Программирование интеллектуальных роботов,https://magistratura.fa.ru/fakultet0informatsionnykh0tekhnologiy0i0analiza0bolshikh0dannykh/programmirovaniye0intellektualnykh0robotov/,1.0,Математика и информатика,Иностранный язык,
Финансовый университет,27.04.05,Инноватика,Очная,,0,16,2.0,355000,40,40,100.0,"Факультет ""Высшая школа управления""",,,0.0,На выбор: Математика и информатика или Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,4,12,2.0,350000,40,40,100.0,"Факультет налогов, аудита и бизнес0анализа",Управленческий учет в бизнесе,https://magistratura.fa.ru/fakultet0nalogov0audita0i0biznes0analiza01/upravlencheskiy0uchet0v0biznese/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,4,12,2.0,360000,40,40,100.0,"Факультет налогов, аудита и бизнес0анализа",Международный учет и аудит,https://magistratura.fa.ru/fakultet0nalogov0audita0i0biznes0analiza01/mezhdunarodnyy0uchet0i0audit01/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,5,11,2.0,360000,40,40,100.0,"Факультет налогов, аудита и бизнес0анализа",Корпоративная отчетность и право в бизнесе (дополнительная квалификация Юрист в сфере корпоративного управления),https://magistratura.fa.ru/fakultet0nalogov0audita0i0biznes0analiza01/korporativnaya0otchetnost0i0pravo0v0biznese/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,5,11,2.0,360000,40,40,100.0,"Факультет налогов, аудита и бизнес0анализа",Анализ и стратегический менеджмент в бизнесе (дополнительная квалификация Специалист по корпоративному управлению),https://magistratura.fa.ru/fakultet0nalogov0audita0i0biznes0analiza01/analiz0i0strategicheskiy0menedzhment0v0biznese/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,9,7,2.0,350000,40,40,100.0,"Факультет налогов, аудита и бизнес0анализа",Налоги. Бухгалтерский учет. Налоговый консалтинг,https://magistratura.fa.ru/fakultet0nalogov0audita0i0biznes0analiza01/nalogi0buhgalterskiy0uchet0nalogovyy0konsalting01/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,9,7,2.0,360000,40,40,100.0,"Факультет налогов, аудита и бизнес0анализа",Аудит и финансовый консалтинг,https://magistratura.fa.ru/fakultet0nalogov0audita0i0biznes0analiza01/audit0i0finansovyy0konsalting01/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,9,7,2.0,350000,40,40,100.0,"Факультет налогов, аудита и бизнес0анализа",Таможенное и аналитическое сопровождение ВЭД,https://magistratura.fa.ru/fakultet0nalogov0audita0i0biznes0analiza01/tamozhennoe0regulirovanie0i0analiticheskoe0soprovozhdenie0ved/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,12,16,2.0,360000,40,40,100.0,"Факультет налогов, аудита и бизнес0анализа",Финансовый анализ и оценка инвестиционных решений,"https://magistratura.fa.ru/?set_filter=y&arrFilter_302=2376241644#:~:text=%D0%A4%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9%20%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B8,12",0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,6,10,2.0,390000,40,40,100.0,Финансовый факультет,Ценные бумаги и финансовый инжиниринг,https://magistratura.fa.ru/finansovyy0fakultet01/cennye0bumagi0i0finansovyy0inzhiniring01/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,6,10,2.0,350000,40,40,100.0,Финансовый факультет,Финансовый контроллинг,https://magistratura.fa.ru/finansovyy0fakultet01/finansovyy0kontrolling0ochn/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,6,10,2.0,360000,40,40,100.0,Финансовый факультет,Финансы и институты развития,https://magistratura.fa.ru/finansovyy0fakultet01/finansy0i0instituty0razvitiya/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,6,10,2.0,360000,40,40,100.0,Финансовый факультет,Финансовые технологии цифровой экономики,https://magistratura.fa.ru/finansovyy0fakultet01/finansovye0tekhnologii0tsifrovoy0ekonomiki/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,0,16,2.0,360000,40,40,100.0,Факультет экономики и бизнеса,Комплаенс0контроль в деятельности хозяйствующего субъекта,https://magistratura.fa.ru/fakultet0ekonomiki0i0biznesa01/finansy0korporatsiy0i0esg0transformatsiya0biznesa/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,0,12,2.0,360000,40,40,100.0,Факультет экономики и бизнеса,Продюсирование (дополнительная квалификация Продюсер),https://magistratura.fa.ru/fakultet0ekonomiki0i0biznesa01/ekonomika0i0modelirovanie0biznes0processov0toplivno0energeticheskogo0kompleksa01/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,9,7,2.0,360000,40,40,100.0,Факультет экономики и бизнеса,Финансовые расследования в организациях,https://magistratura.fa.ru/fakultet0ekonomiki0i0biznesa01/finansovye0rassledovaniya0v0organizaciyah01/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,0,16,2.0,380000,40,40,100.0,Факультет экономики и бизнеса,Внутренний аудит и управление рисками организации,,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,9,7,2.0,370000,40,40,100.0,Факультет экономики и бизнеса,Финансы корпораций и ESG – трансформация бизнеса,https://magistratura.fa.ru/fakultet0ekonomiki0i0biznesa01/ocenka0biznesa0i0korporativnye0finansy01/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,10,6,2.0,370000,40,40,100.0,Факультет экономики и бизнеса,Экономика и моделирование бизнес0процессов топливно0энергетического комплекса (с частичной реализацией на англ. языке),https://magistratura.fa.ru/fakultet0ekonomiki0i0biznesa01/komplaens0kontrol0v0deyatelnosti0hozyaystvuyushchego0subekta01/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,10,6,2.0,400000,40,40,100.0,Факультет экономики и бизнеса,Оценка бизнеса и корпоративные финансы,https://magistratura.fa.ru/fakultet0ekonomiki0i0biznesa01/prodyusirovanie/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,0,16,2.0,360000,40,40,100.0,Факультет международных экономических отношений,Экономическая дипломатия,https://magistratura.fa.ru/fakultet0mejdunarodnyh0ekonomicheskih0otnosheniy01/ekonomicheskaya0diplomatiya/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,0,16,2.0,360000,40,40,100.0,Факультет международных экономических отношений,Международная экономика и право (с частичной реализацией на англ. языке) (дополнительная квалификация Специалист по международному праву),https://magistratura.fa.ru/fakultet0mejdunarodnyh0ekonomicheskih0otnosheniy01/mezhdunarodnaya0ekonomika0i0pravo/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,10,6,2.0,370000,40,40,100.0,Факультет международных экономических отношений,Международный финансовый рынок (с частичной реализацией на англ. языке),https://magistratura.fa.ru/fakultet0mejdunarodnyh0ekonomicheskih0otnosheniy01/mezhdunarodnyy0finansovyy0rynok0s0chastichnoy0realizatsiey0na0angl0yazyke/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,12,13,2.0,360000,40,40,100.0,Факультет международных экономических отношений,Международный энергетический бизнес (с частичной реализацией на англ. языке),https://magistratura.fa.ru/fakultet0mejdunarodnyh0ekonomicheskih0otnosheniy01/mezhdunarodnyy0energeticheskiy0biznes/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,13,12,2.0,400000,40,40,100.0,Факультет международных экономических отношений,Международные финансы / International Finance,https://magistratura.fa.ru/fakultet0mejdunarodnyh0ekonomicheskih0otnosheniy01/mezhdunarodnye0finansy0international0finance/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Очная,,15,16,2.0,370000,40,40,100.0,Факультет международных экономических отношений,Международная экономика и бизнес0инжиниринг (с частичной реализацией на англ. языке) (совместно с Шаньдуньским университетом финансов и экономики (КНР) и университетом Фудань (КНР)),https://magistratura.fa.ru/fakultet0mejdunarodnyh0ekonomicheskih0otnosheniy01/mezhdunarodnaya0ekonomika0i0biznes0inzhiniring/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Заочная ДОТ,,3,30,2.5,200000,40,40,100.0,Институт открытого образования,Корпоративные финансы и управление (с полным применением ДОТ),https://magistratura.fa.ru/institut0otkrytogo0obrazovaniyya/korporativnye0finansy0i0upravlenie01/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Заочная ДОТ,,4,13,2.5,200000,40,40,100.0,Институт открытого образования,Управление собственностью в акционерных обществах с государственным участием (с полным применением ДОТ),https://magistratura.fa.ru/institut0otkrytogo0obrazovaniyya/upravlenie0sobstvennostyu0v0aktsionernykh0obshchestvakh0s0gosudarstvennym0uchastiem/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Заочная ДОТ,,4,11,2.5,200000,40,40,100.0,Институт открытого образования,Анализ и аудит в госкорпорациях и бизнесе (с частичным применением ДОТ),https://magistratura.fa.ru/institut0otkrytogo0obrazovaniyya/analiz0i0audit0v0goskorporatsiyakh0i0biznese/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Заочная ДОТ,,4,11,2.5,210000,40,40,100.0,Институт открытого образования,Бизнес0среда и корпоративные финансы (с частичным применением ДОТ),https://magistratura.fa.ru/institut0otkrytogo0obrazovaniyya/biznes0sreda0i0korporativnye0finansy/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Заочная ДОТ,,4,11,2.5,200000,40,40,100.0,Институт открытого образования,Налоговое и таможенное сопровождение бизнеса (с полным применением ДОТ),https://magistratura.fa.ru/institut0otkrytogo0obrazovaniyya/nalogovoe0i0tamozhennoe0soprovozhdenie0biznesa/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.01,Экономика,Заочная ДОТ,,4,15,2.5,200000,40,40,100.0,Институт открытого образования,Аудит корпоративной безопасности (с полным применением ДОТ),https://magistratura.fa.ru/institut0otkrytogo0obrazovaniyya/audit0korporativnoy0bezopasnosti0distant/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,0,16,2.0,350000,40,40,100.0,"Факультет ""Высшая школа управления""",Реструктуризация бизнеса и антикризисное управление,https://magistratura.fa.ru/fakultet0vysshaya0shkola0upravleniya017/business0restructuring/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,6,10,2.0,360000,40,40,100.0,"Факультет ""Высшая школа управления""",Управленческий консалтинг,https://magistratura.fa.ru/fakultet0vysshaya0shkola0upravleniya017/management0consulting/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,6,10,2.0,350000,40,40,100.0,"Факультет ""Высшая школа управления""",Управление проектами государственно0частного партнерства,https://magistratura.fa.ru/fakultet0vysshaya0shkola0upravleniya017/upravlenie0proektami0gosudarstvenno0chastnogo0partnerstva01/,0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,7,9,2.0,360000,40,40,100.0,"Факультет ""Высшая школа управления""",Менеджмент и международный бизнес / Management and International Business,https://magistratura.fa.ru/fakultet0vysshaya0shkola0upravleniya017/Management0and0International0Business/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,7,9,2.0,350000,40,40,100.0,"Факультет ""Высшая школа управления""",Менеджмент и маркетинг в спорте,https://magistratura.fa.ru/fakultet0vysshaya0shkola0upravleniya017/Sport0Management0Marketing/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,7,9,2.0,350000,40,40,100.0,"Факультет ""Высшая школа управления""",Финансовый маркетинг,https://magistratura.fa.ru/fakultet0vysshaya0shkola0upravleniya017/finansovyy0marketing/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,7,9,2.0,350000,40,40,100.0,"Факультет ""Высшая школа управления""",Стратегия и финансы бизнеса,https://magistratura.fa.ru/fakultet0vysshaya0shkola0upravleniya017/business0strategy0finance/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,10,15,2.0,360000,40,40,100.0,"Факультет ""Высшая школа управления""",Управление инновациями и предпринимательство,https://magistratura.fa.ru/fakultet0vysshaya0shkola0upravleniya017/upravlenie0innovaciyami0i0predprinimatelstvo01/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,10,15,2.0,360000,40,40,100.0,"Факультет ""Высшая школа управления""",Проектный менеджмент (дополнительная квалификация Специалист в области проектного управления в органах государственного и муниципального управления),https://magistratura.fa.ru/fakultet0vysshaya0shkola0upravleniya017/project0management/,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,10,6,2.0,350000,40,40,100.0,Факультет экономики и бизнеса,Логистика: финансовые и цифровые технологии (дополнительная квалификация Специалист по автоматизации бизнес0процессов),"https://magistratura.fa.ru/?set_filter=y&arrFilter_302=1660962191&arrFilter_318=4232118838#:~:text=%D0%9B%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0%3A%20%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B5%20%D0%B8,%D0%9A%D0%BE%D1%80%D0%BF%D0%BE%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D0%B5%20%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5",1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная,,10,6,2.0,350000,40,40,100.0,Факультет экономики и бизнеса,Корпоративное управление,https://magistratura.fa.ru/?set_filter=y&arrFilter_302=1660962191&arrFilter_318=4232118838#:~:text=%D0%9A%D0%BE%D1%80%D0%BF%D0%BE%D1%80%D0%B0%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D0%B5%20%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5,1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Очная ДОТ,,0,50,2.0,350000,40,40,100.0,Институт открытого образования,Продуктовый маркетинг и аналитика (с полным применением ДОТ),https://magistratura.fa.ru/?set_filter=y&arrFilter_302=1660962191&arrFilter_318=1646630805#:~:text=%D0%9F%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82%D0%BE%D0%B2%D1%8B%D0%B9%20%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%B8%D0%BD%D0%B3%20%D0%B8%20%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0%20(%D1%81%20%D0%BF%D0%BE%D0%BB%D0%BD%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B8%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC%20%D0%94%D0%9E%D0%A2),0.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.02,Менеджмент,Заочная ДОТ,,4,30,2.5,200000,40,40,100.0,Институт открытого образования,Стратегия и финансы бизнеса (с полным применением ДОТ),https://magistratura.fa.ru/?set_filter=y&arrFilter_302=1660962191&arrFilter_318=1646630805#:~:text=%D0%A1%D1%82%D1%80%D0%B0%D1%82%D0%B5%D0%B3%D0%B8%D1%8F%20%D0%B8%20%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D1%8B%20%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81%D0%B0%20(%D1%81%20%D0%BF%D0%BE%D0%BB%D0%BD%D1%8B%D0%BC%20%D0%BF%D1%80%D0%B8%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC%20%D0%94%D0%9E%D0%A2),1.0,Экономическая теория,Иностранный язык,
Финансовый университет,38.04.03,Управление персоналом,Очная,,0,15,2.0,350000,40,40,100.0,Факультет социальных наук и массовых коммуникаций,Управление человеческими ресурсами,https://magistratura.fa.ru/fakultet0socialnyh0nauk0i0massovyh0kommunikaciy033/upravlenie0chelovecheskimi0resursami01/,0.0,На выбор: Теории массовых коммуникаций/ или Экономическая теория,Иностранный язык,
Финансовый университет,38.04.03,Управление персоналом,Очная,,6,10,2.0,360000,40,40,100.0,Факультет социальных наук и массовых коммуникаций,Управленческий консалтинг,https://magistratura.fa.ru/fakultet0vysshaya0shkola0upravleniya017/management0consulting/,0.0,На выбор: Теории массовых коммуникаций/ или Экономическая теория,Иностранный язык,
